timestamp,blockReward
1686640475,0.02683323542056609
1686640487,0.0499404634600633
1686640499,0.014670099235601728
1686640511,0.016399973531942433
1686640523,0.020161741040073507
1686640535,0.04631382985777249
1686640547,0.023100810388066547
1686640559,0.13409725427060226
1686640571,0.00930581245832222
1686640583,0.018719436089574704
1686640595,0.08094282653012032
1686640607,0.015283610976002868
1686640619,0.03612868576290348
1686640631,0.04595313645403746
1686640643,0.01547576071270294
1686640655,0.014393731120138016
1686640667,0.021356566576280125
1686640679,0.010818187672067775
1686640691,0.016760386372213772
1686640703,0.030434671738121928
1686640715,0.009855014563793712
1686640727,0.018966612706139696
1686640751,0.24840551411783104
1686640763,0.06449407466297576
1686640775,0.016490708877221875
1686640787,0.042379206066084814
1686640799,0.029405037510996462
1686640811,0.01691641940916322
1686640823,0.03475632463476537
1686640835,0.012307222699508614
1686640859,0.038133452383917535
1686640871,0.013779468796485733
1686640883,0.024423272857630306
1686640895,0.08506006843664911
1686640907,0.02246084148242543
1686640919,0.00916207880991486
1686640931,0.00790866427743047
1686640943,0.017965261947003264
1686640955,0.01859404169703623
1686640967,0.013074935431431432
1686640979,0.009467422937286616
1686640991,0.09375993800098781
1686641003,0.01777035671567751
1686641015,0.012746703213040248
1686641027,0.012469073675107693
1686641039,0.01266664144685906
1686641051,0.019329800027014173
1686641063,0.01829461346691553
1686641075,0.012944163294969648
1686641087,0.18238028625071445
1686641099,0.020072805011923166
1686641111,0.014270312470521391
1686641123,0.020317365707142022
1686641135,0.02094638328847821
1686641147,0.19005759431003896
1686641159,0.010345099504497858
1686641171,0.03316792838938974
1686641183,0.03188472182369774
1686641195,0.006564593829361097
1686641207,0.021624853008955208
1686641219,0.01939505467214704
1686641231,0.04078987630726499
1686641243,0.010123609137070326
1686641255,0.0101220962322677
1686641267,0.01425493506375511
1686641279,0.020092309625943012
1686641291,0.02099887369896117
1686641303,0.005995850895624596
1686641315,0.023821248344962007
1686641327,0.027331341548617025
1686641339,0.019344079809762313
1686641351,0.014897246586492028
1686641363,0.03314965525281531
1686641375,0.046346585223078704
1686641387,0.009481547901063429
1686641399,0.012826670205919856
1686641411,0.060490559346784045
1686641423,0.02158260285255436
1686641435,0.04067746766803399
1686641447,0.02687687756348711
1686641471,0.057411773123282224
1686641483,0.015269673348998028
1686641507,0
1686641519,0.21747915922871633
1686641531,0.022339221092493568
1686641543,0.014612234396566079
1686641555,0.0227122024566918
1686641567,0.11068935311201246
1686641579,0.020926634162654015
1686641591,0.013103467452802393
1686641603,0.020418300048721767
1686641615,0.01871742535178835
1686641627,0.016370794989086033
1686641639,0.052520736613005846
1686641651,0.021627587207329046
1686641663,0.02349995928511494
1686641675,0.012861317473017391
1686641687,0.03117583453010335
1686641699,0.017769639747464067
1686641711,0.03398135010012206
1686641723,0.02391232614431414
1686641735,0.033495500054055063
1686641747,0.0142690231170258
1686641759,0.026819841824548184
1686641771,0.013938178302508548
1686641783,0.01562932023377212
1686641795,0.4411531196767696
1686641807,0.052052002740521394
1686641819,0.008992977516610053
1686641831,0.01698299772399023
1686641843,0.012668085298729476
1686641855,0.013565334034273296
1686641867,0.03476634694359177
1686641879,0.023778639588131048
1686641903,0.026240115777051924
1686641915,0.07196938055195821
1686641927,0.027168485113155855
1686641939,0.032409379638523174
1686641951,0.04136514623370419
1686641963,0.04410300660893336
1686641975,0.058828695044887816
1686641987,0.01573277996147802
1686641999,0.015003857619239704
1686642011,0.019568315303155562
1686642023,0.021497756422504757
1686642035,0.026463560124592396
1686642047,0.016239659982136032
1686642059,0.015747231239242
1686642071,0.021799329006852174
1686642083,0.025666730844660403
1686642095,0.014794713714830933
1686642107,0.024050381819814313
1686642119,0.033633958821834495
1686642131,0.03200577848980599
1686642143,0.02994062921387857
1686642155,0.06026803285605047
1686642167,0.013029677684542764
1686642179,0.04741075050110446
1686642191,0.03189802875412167
1686642203,0.10149260594237035
1686642215,0.011447903056065216
1686642227,0.010960965268172064
1686642239,0.022726150172915204
1686642251,0.020805454032023496
1686642263,0.023301839818824107
1686642275,0.020995299044147504
1686642287,0.02309075080468764
1686642299,0.04863561599525812
1686642311,0.0567688213260257
1686642323,0.014748851563831097
1686642335,0.020890586884821004
1686642347,0.010668301064319704
1686642359,0.0226693577026303
1686642371,0.0222158714407022
1686642383,0.026516241361156243
1686642395,0.037003457593303805
1686642407,0.03942528439189274
1686642419,0.04285621244290476
1686642431,0.017260418581194256
1686642443,0.03877423074087601
1686642455,0.03754232909652907
1686642467,0.011394055567226998
1686642479,0.0420575880776682
1686642491,0.02488835991858228
1686642503,0.04218283246743312
1686642515,0.009899217991498488
1686642527,0.05507202110051242
1686642539,0.0161218968746411
1686642551,0.027680275461345747
1686642563,0.012435401803185569
1686642575,0.11972982888105585
1686642587,0.019915756915180292
1686642599,0.007457447117990257
1686642611,0.016565362115289754
1686642623,0.0992511915338945
1686642635,0.012222780674825316
1686642647,0.036820941482178925
1686642659,0.020318010086501876
1686642671,0.029317937336770905
1686642683,0.008651803920321081
1686642695,0.05564334900168058
1686642707,0.006558556404916737
1686642719,0.02455117593885966
1686642731,0.017367460048154943
1686642743,0.03563278252636597
1686642755,0.011111915073880183
1686642767,0.01144067739789122
1686642779,0.011039928670561526
1686642791,0.023509565263657262
1686642803,0.018831724489837377
1686642815,0.21572998892040635
1686642827,0.03797584039365172
1686642839,0.019676397574666563
1686642851,0.019476228366958344
1686642863,0.06659852300032423
1686642875,0.012659841214822016
1686642887,0.01660761364664222
1686642899,0.013951936652002698
1686642911,0.03759100191761408
1686642923,0.022168970400792944
1686642935,0.032697891231212674
1686642947,0.023189747630478565
1686642959,0.020737237811914073
1686642971,0.040008689359897064
1686642983,0.02018218506647048
1686642995,0.028532603784708177
1686643007,0.057013790984309275
1686643019,0.0157509826184531
1686643031,0.013996808679727676
1686643043,0.021147791386439508
1686643055,0.0360589659416579
1686643067,0.02312752613576078
1686643079,0.005701133690819715
1686643091,0.05674794495409364
1686643103,0.13950638609332067
1686643115,0.03212296961159769
1686643127,0.044103648999565606
1686643139,0.022082643876557655
1686643151,0.03228236477914189
1686643163,0.028402175728492535
1686643175,0.008439433552256624
1686643187,0.049475124125327806
1686643199,0.014611511378426267
1686643211,0.05612746061576745
1686643223,0.03087636135635781
1686643235,0.01783226812324397
1686643247,0.06911937041184724
1686643259,0.014498699073607188
1686643271,0.021824668809900458
1686643283,0.01798969794211962
1686643295,0.038827631525642475
1686643307,0.007473399242201647
1686643319,0.026477917988171888
1686643331,0.0388609098872327
1686643343,0.014658201340355436
1686643355,0.013728879353277414
1686643367,0.027008458644583667
1686643379,0.008584543597378105
1686643391,0.033975586485095355
1686643403,0.018332214282602847
1686643415,0.034009795383346246
1686643427,0.029506811202423433
1686643439,0.00951504176229278
1686643451,0.027199540832524464
1686643463,0.012092582763532568
1686643475,0.019524931703040926
1686643487,0.02232850607119351
1686643499,0.012081575662400304
1686643511,0.048407299366685336
1686643523,0.013615558510538124
1686643535,0.03465113175253488
1686643547,0.026232002901012647
1686643559,0.021314529866121618
1686643571,0.02274545858689571
1686643583,0.023286650642270944
1686643595,0.03546971983782055
1686643607,0.04437767786740124
1686643619,0.01706281709417232
1686643631,0.05400298430485059
1686643643,0.00793942359150087
1686643655,0.09132497379166306
1686643667,0.016993093984280616
1686643679,0.03194883962900957
1686643691,0.015657999226248737
1686643703,0.007282663667434019
1686643715,0.01136547008908324
1686643727,0.025135048196287722
1686643739,0.015508193570943981
1686643751,0.015336543581457395
1686643763,0.015783844298700788
1686643775,0.004972931761709409
1686643787,0.008090137963139598
1686643799,0.03995683761799225
1686643811,0.027379524062061594
1686643823,0.009582172483601622
1686643835,0.02034492417684576
1686643847,0.008997819330922086
1686643859,0.009314716739751622
1686643871,0.031239433844600074
1686643883,0.02155683914290127
1686643895,0.023690990137256857
1686643907,0.053818317131748394
1686643919,0.014764944596271624
1686643931,0.01067967141875079
1686643943,0.013762502056044764
1686643955,0.02574752847433856
1686643967,0.08136287150910664
1686643979,0.04906956480937539
1686643991,0.023162772364451165
1686644003,0.03471608882462916
1686644015,0.017424929106658868
1686644039,0.03525909902785958
1686644051,0.01498826503681594
